value,fidelity,purity,post_prob
0.4,0.6397145313058493,0.572506176136913,0.08640754055283469
0.5,0.5901179556417167,0.5050806934101241,0.07808383469869494
0.6,0.523625933011974,0.4255929640791083,0.07107491291452428
0.7,0.4522030140206604,0.3616310055911361,0.06401827061419658
0.8,0.3825760367875317,0.31433738601489397,0.058237957197237344
0.8999999999999999,0.3263399069208195,0.2867590144635334,0.053897034538624176
1.0,0.2891912847888883,0.27822650414829553,0.05085900021198268
1.1,0.26894983915009757,0.283995435974133,0.04817786223121622
1.2,0.2620318745405469,0.2956844014660459,0.04535647431539776
